File_Path,EMG_zyg_Min,EMG_zyg_Max,EMG_zyg_Mean,EMG_zyg_SD,EMG_zyg_Skew,EMG_zyg_Kurtosis,EMG_zyg_IEMG,EMG_zyg_MAV,EMG_zyg_MMAV1,EMG_zyg_MMAV2,EMG_zyg_SSI,EMG_zyg_VAR,EMG_zyg_VOrder,EMG_zyg_RMS,EMG_zyg_WL,EMG_zyg_LOG,EMG_zyg_MFL,EMG_zyg_AP,EMG_zyg_Temporal_PCT_Missing,EMG_zyg_Max_Freq,EMG_zyg_MDF,EMG_zyg_MNF,EMG_zyg_Twitch_Ratio,EMG_zyg_Twitch_Index,EMG_zyg_Twitch_Slope_Fast,EMG_zyg_Twitch_Slope_Slow,EMG_zyg_SC,EMG_zyg_SFlt,EMG_zyg_SFlx,EMG_zyg_SS,EMG_zyg_SDec,EMG_zyg_SE,EMG_zyg_SR,EMG_zyg_SB,EMG_zyg_Spectral_PCT_Missing,EMG_cor_Min,EMG_cor_Max,EMG_cor_Mean,EMG_cor_SD,EMG_cor_Skew,EMG_cor_Kurtosis,EMG_cor_IEMG,EMG_cor_MAV,EMG_cor_MMAV1,EMG_cor_MMAV2,EMG_cor_SSI,EMG_cor_VAR,EMG_cor_VOrder,EMG_cor_RMS,EMG_cor_WL,EMG_cor_LOG,EMG_cor_MFL,EMG_cor_AP,EMG_cor_Temporal_PCT_Missing,EMG_cor_Max_Freq,EMG_cor_MDF,EMG_cor_MNF,EMG_cor_Twitch_Ratio,EMG_cor_Twitch_Index,EMG_cor_Twitch_Slope_Fast,EMG_cor_Twitch_Slope_Slow,EMG_cor_SC,EMG_cor_SFlt,EMG_cor_SFlx,EMG_cor_SS,EMG_cor_SDec,EMG_cor_SE,EMG_cor_SR,EMG_cor_SB,EMG_cor_Spectral_PCT_Missing
Raw_PID_01-10\01\01-01-01.csv,7.90025879763255e-09,0.066525532125766,0.0022324904105567632,0.002662383325544853,6.023979219313236,64.79426213329646,888080.2203386594,0.0022324904105567632,0.0016167659829417526,0.0008512372761329276,9604672.322116505,7.088320609928352e-06,0.0026623900183722804,0.0034745213203212864,137.89693300765927,0.0013490588704610468,-0.744778984502072,1.2072298405367176e-05,0.0,38.19042926525154,74.85243692747036,88.07941010701886,1.6765755278275247,0.804291652107894,-5.4424669641131865e-05,0.0010933258521824336,88.07941010701886,2.1378879681658265e-07,87.54728098032079,4332.903313345589,1.0055809744079607e-05,9.503802491722995,138.39254291144206,2515.84025253019,0.0,4.78952645356634e-08,0.0787129846085823,0.005840837489981006,0.005084786918092483,1.6897170050688952,5.018511158095828,2323473.4718394643,0.005840837489981006,0.004367814859822414,0.002600890953501171,47712242.64907351,2.5855187993947868e-05,0.005084799700474726,0.007744058405433941,348.716088456934,0.0036506110563803078,0.06084302953672137,5.997044058677207e-05,0.0,33.665496887852065,85.15922734265806,91.91195926886259,2.821190335832339,0.966522022501148,-8.397842981009382e-05,0.0012691884930239648,91.91195926886259,6.794150094923282e-08,105.96793074748665,3006.170082149408,1.0055809744079639e-05,9.506748969380514,133.6665024283804,2373.55756862347,0.0
Raw_PID_01-10\01\01-01-02.csv,7.029772057434017e-10,0.0818624877240041,0.0019339442987114188,0.0027626005782686786,8.34172755355271,113.9316078060989,1582028.3225634997,0.0019339442987114188,0.0014544885885544173,0.0009631184505992746,18605487.513670977,7.63198061441979e-06,0.0027626039554050795,0.003372254810296642,261.0405110450278,0.001133316019895971,-0.41886710580830544,1.1372102505568841e-05,0.0,35.431550020292704,79.1464350853516,90.03512986259605,2.3432031226363494,0.6244290529455355,-4.257131835066895e-05,0.0007236864649766887,90.03512986259605,1.389327513608317e-07,152.6190741862084,3740.204296604887,4.889879904549538e-06,10.159462894971208,134.31814069934035,2779.6801869922147,0.0,3.2696732073147355e-08,0.1070177548265786,0.007548025270908094,0.0062403969164465745,1.5187309669448417,5.36922337749937,6174526.208411488,0.007548025270908094,0.0058306988809407765,0.004111473777341368,156923469.8493498,3.894264888537176e-05,0.006240404545009222,0.00979363258270715,895.7571411083901,0.004813996305282087,0.6139066776521275,9.591523916506313e-05,0.0,27.49539135579711,81.10235835448175,87.63427196844854,2.3361133267311023,0.5293983479659661,-4.535548678085334e-05,0.0007925327425944324,87.63427196844854,4.0288131477327585e-08,133.60686949313677,2860.416916504988,4.889879904549545e-06,10.16533987990787,129.96621142552576,2499.9961900980793,0.0
Raw_PID_01-10\01\01-01-03.csv,1.3639208297500094e-08,0.0998277834992744,0.002424429514187829,0.004449744211786482,7.5698792672655815,81.71634928979466,595115.0151296298,0.002424429514187829,0.0016017929515217614,0.0009330904620041688,12606192.162042504,1.9800384879268003e-05,0.004449762339638826,0.005067354538572601,96.53301690309688,0.0012479769313893164,-0.6465620319065309,2.5678082019592334e-05,0.0,28.859629110582407,75.82374604830036,96.75460790166913,1.5437493674449285,0.7098849187749554,-5.1498486119256645e-05,0.0008262206305499292,96.75460790166913,3.6514042722753403e-07,65.18891862348968,6264.196050161165,1.6296465296672026e-05,9.164624697436853,175.16214190268227,2401.0780540278015,0.0,6.281416811801561e-08,0.0314278498946301,0.0026946532723721795,0.002286836239066052,1.7932820318051832,6.616896661176172,661445.7601561093,0.0026946532723721795,0.0020379157224437263,0.0014581223698610858,6132121.762337925,5.229662594382878e-06,0.002286845555428455,0.003534229228928404,108.79240925027395,0.001716774731302399,-0.9020557062527462,1.2490776242611861e-05,0.0,29.267020825864485,83.95528468533064,95.50654505714543,2.679651938065044,0.7296218988236649,-8.65158721361978e-05,0.001265162791607212,95.50654505714543,1.8927645241244107e-07,107.92469968509523,4057.636525467479,1.6296465296676776e-05,9.131508399036907,140.68050712120717,2230.3741076936813,0.0
Raw_PID_01-10\01\01-01-04.csv,3.879064811116578e-08,0.0727789396208429,0.001461626585288189,0.0020270736392812936,15.966314559496851,398.5188293250542,267626.751019438,0.001461626585288189,0.0010654046099724131,0.0006976467032366568,2287083.0693658907,4.1090724219477435e-06,0.002027084710106547,0.0024990757919459584,48.26860808205955,0.000917131219862553,-1.5106975563069154,6.2453798138903205e-06,0.0,200.02184598580013,74.01419989077007,102.43403156442332,1.3907747901688217,1.7252755338932433,-3.5495001416676216e-05,0.0008300859726267532,102.43403156442332,4.955072737585498e-07,116.68009942735294,7520.774081871105,2.1847417635174862e-05,8.927021996660413,197.83724740578918,1961.7528091851893,0.0,9.660297766312786e-09,0.0705630727273299,0.003996249213628244,0.003525499415455415,3.0331458203999806,29.303320167211815,731721.2235137587,0.003996249213628244,0.0030166575202730927,0.002000071906001119,10399883.756919889,1.2429281891851388e-05,0.003525518669905378,0.005329085653824756,117.3004053994634,0.002531712819733423,-0.6724895440158937,2.839915390580083e-05,0.0,30.10376843255052,90.31130529765156,98.92825671602274,3.436042942499947,0.7416388655761603,-7.624610756053959e-05,0.0012533607974851012,98.92825671602274,1.32030884866325e-07,48.5846305101725,3434.7116996851246,2.1847417635228537e-05,8.826778592876215,142.2173675587111,1610.9538209722393,0.0
Raw_PID_01-10\01\01-01-05.csv,1.3803600209475604e-08,0.1973507270273283,0.0018062096456375513,0.0026333252368215716,15.081918458807698,672.6305107008342,503755.4825876043,0.0018062096456375513,0.0013121172299557066,0.0009348812477464811,5687813.0866395105,6.9344515296781076e-06,0.0026333346786305205,0.003193242096502474,85.9340087075982,0.0010545790180240212,-0.9546859999984176,1.0196795086875518e-05,0.0,32.98673359627106,76.37145930441017,92.37731694202922,1.630293584259387,0.5151850347613958,-5.075334684791272e-05,0.0010374573255968159,92.37731694202922,2.3925780117305725e-07,79.09030368680068,5016.681531463621,1.4342675195777446e-05,9.204374229538814,162.13696665471494,2222.094013029772,0.0,2.2081241048740183e-08,0.1551253190370787,0.00323039117406365,0.0028786599109076483,4.978117837136334,153.3088091457002,900962.5592287004,0.00323039117406365,0.002460177836364615,0.0016276117694947374,10443267.857671473,8.286742306710449e-06,0.002878670232366057,0.00432690536297423,147.12970443818315,0.002047595739737425,-0.6254941018991789,1.8722110020135158e-05,0.0,29.51595553961993,86.46826819648618,97.22917859121003,2.6543422836199446,0.9119607466294137,-0.00010690288730284123,0.0017314959767592405,97.22917859121003,1.4979895444281987e-07,86.1066297142818,3989.4359639952636,1.4342675195777514e-05,9.28845730846789,152.8863391896737,2631.6156309271155,0.0
Raw_PID_01-10\01\01-01-06.csv,1.09905289368082e-08,0.1416375410422578,0.002594172205453007,0.00508193905198812,7.0883089388219735,71.61061804417876,768694.7312310133,0.002594172205453007,0.0016931873333802085,0.0010582237918345283,19293628.991185274,2.582627884391211e-05,0.005081956202478737,0.00570577198630184,124.54069653941643,0.0012639791431710839,-0.3748379217877371,3.255583395966684e-05,0.0,25.810283616139525,78.40278621471671,98.36664969054338,1.8939115783785534,0.7590451265145061,-6.520636744534856e-05,0.001234953253120471,98.36664969054338,3.4190178871693725e-07,107.98151059973519,5645.793940123222,1.3499649009125084e-05,9.367992403913869,175.04285964983328,2693.7457056138946,0.0,1.8849088278052872e-08,0.0727462936476345,0.0089777355242526,0.007157772566965658,1.2335691550665902,1.9791253742727077,2660246.6796044344,0.0089777355242526,0.006770446411491732,0.004446040882701983,78128717.14833204,5.1234053927274e-05,0.007157796722963987,0.011481874553566298,378.7512331831539,0.0058250194884052675,0.2573964311406017,0.00013183344326383328,0.0,26.458240527004953,79.15873594405971,85.41432633502478,2.17818209414396,0.5760945252388366,-6.335626614422507e-05,0.0010767390638649179,85.41432633502478,4.876854727821964e-08,93.5391055404669,2765.979431840451,1.349964900912575e-05,9.14557541254479,127.44502490584375,1764.694353064908,0.0
Raw_PID_01-10\01\01-02-01.csv,8.087084849006665e-09,0.0759436807428067,0.002236260755305298,0.002901288309390327,6.497483051179137,70.111634746466,1779960.6932282732,0.002236260755305298,0.0017396079620315464,0.0012173218722470135,21360756.456804544,8.417495004912195e-06,0.0029012919544423987,0.0036631046968280344,282.72511871312724,0.0013193281200537471,-0.32378271459543323,1.3418336019923604e-05,0.0,32.439142058817616,75.12010774519067,89.53319937523705,1.7532696997944077,0.8567483586117389,-4.428523673435489e-05,0.0009535683571802207,89.53319937523705,1.414447337427887e-07,144.43694720289446,4344.351919195097,5.025529690829413e-06,10.186577406608102,142.97344563491268,3190.4132853962924,0.0,4.83335809423795e-08,0.0924424438297996,0.007678641555456267,0.0068295815634578745,1.4990294945616898,3.0394760526334537,6111845.460631637,0.007678641555456267,0.006061798687215743,0.005018576315403553,168112999.35252964,4.6643301532921584e-05,0.006829590143846231,0.01027641574037872,899.0623222108877,0.0046465495655102764,0.6638737452536294,0.00010560472046910354,0.0,30.413894305184233,80.41690956238568,87.62441129350184,2.3108751766317503,0.6120746748615022,-4.687134953194817e-05,0.0008298393129055342,87.62441129350184,3.844464982550205e-08,128.36634192770802,2941.563525989557,5.025529690829414e-06,10.136026154688961,130.1183990994432,2547.055168106139,0.0
Raw_PID_01-10\01\01-03-01.csv,1.8948713628339983e-08,0.1038428289841597,0.0018167881491315085,0.0023570755789579906,9.022763911893707,160.00258301606962,1419158.62765999,0.0018167881491315085,0.001425532839364536,0.001042159587824071,13836300.18702358,5.555819509893802e-06,0.00235707859646084,0.0029759913413423835,242.42935598485008,0.0010958212677746762,-0.4626801101207004,8.85652446374484e-06,0.0,30.67327584441122,81.10239446139981,99.20818645294007,2.2279520737391394,0.6979385852750177,-4.692762707431215e-05,0.000835972027498289,99.20818645294007,1.911517053673028e-07,114.29377561781357,5075.483106255473,5.120825886799022e-06,10.33119914919179,168.836156571967,3408.0385320285504,0.0,2.645027873376254e-09,0.0795388705285452,0.007877626057142265,0.006410500906558116,1.3477848585173204,2.634865399880524,6153497.30777188,0.007877626057142265,0.005772991103928304,0.0034589695738228964,161150722.34406507,4.109462709058113e-05,0.006410509113212549,0.01015635338933956,877.9394900743098,0.005062473154444163,0.611266026763917,0.0001031515141691492,0.0,30.130476639151187,79.06433706806497,85.67358232039525,2.1615651900590196,0.5866694228946399,-5.366164550219208e-05,0.0008982820112305828,85.67358232039525,4.282001108264748e-08,118.63320042381463,2879.0037190025405,5.120825886799023e-06,10.119194277810424,128.29008008848652,2695.3806484806278,0.0
Raw_PID_01-10\01\01-04-01.csv,3.1692562023084153e-09,0.0975428481190053,0.0015825443109494712,0.0018949768083984728,9.6867100276375,186.84896116065946,1777244.7375255846,0.0015825443109494712,0.0012094183236511177,0.0008437134702257209,13690597.28970893,3.5909434994661444e-06,0.0018949784957793439,0.002468883067398413,313.2223826663149,0.000985729528377425,-0.46993858449687315,6.0953836004865975e-06,0.0,33.97600059838223,81.78602848726834,94.9665810161761,2.131746416472712,0.8708913232992397,-6.852244208086224e-05,0.0012224533299551575,94.9665810161761,1.4983208310759518e-07,136.7308724421779,4616.5125850285185,3.561837053078497e-06,10.595839599000465,154.33631218455818,4713.7320554402995,0.0,8.604496910661653e-09,0.0749555094380089,0.0027810879566200607,0.0028026928509937545,3.304626313571278,23.38887026664042,3123245.2079230268,0.0027810879566200607,0.001988183408478929,0.0011447763160300454,35015036.461292945,7.85510120613237e-06,0.002802695346649787,0.003948358828610774,518.1618869564679,0.0016978290439642627,-0.020059122084403237,1.5589537439468643e-05,0.0,26.759795837681697,83.29979305947847,95.64617250834078,2.1363627761056483,0.5664718567674069,-6.182789298686127e-05,0.000786321702283178,95.64617250834078,1.2066228628396825e-07,182.01982101926774,4610.794190771532,3.5618370530784962e-06,10.684247822961112,157.89454937900035,4481.389126973795,0.0
Raw_PID_01-10\01\01-05-01.csv,1.7921091290096743e-10,0.1470500283957367,0.0020463681915734795,0.0038427216331839396,8.742084699915688,115.63526603041267,2021222.4192354241,0.0020463681915734795,0.0015020109616205603,0.000985070747377174,37442447.89521258,1.4766539450636043e-05,0.003842725523718295,0.004353634381252467,342.02369178694767,0.0010786590804457883,-0.06739855750229531,1.8954132325623554e-05,0.0,77.30593533337654,77.67851357480723,92.6352053808486,2.1474139393724307,1.113514988804051,-7.389732418962156e-05,0.0016536522289666315,92.6352053808486,1.3003283908698148e-07,317.47656059290483,4154.27575451439,4.049812696162802e-06,10.451073428576965,144.65755199896327,4327.787555319991,0.0,1.1966351269685621e-08,0.082484918623113,0.0037661069159994095,0.0031215553009455973,1.6581498743989984,7.228400412284147,3719828.9942156086,0.0037661069159994095,0.0027862393962864614,0.0018727898048307137,47267291.21078131,9.744127227566922e-06,0.0031215584613405725,0.004891591642768246,616.0022529798676,0.002421496702136058,0.1448957505825912,2.3927668799600146e-05,0.0,31.000939545130564,90.43526858031491,100.67956010719874,3.1762497388144,0.6607034761476805,-7.609513514139925e-05,0.0010795184647527194,100.67956010719874,9.071252488958733e-08,254.3273428187286,3882.3361014529823,4.049812696162803e-06,10.571696153930604,158.74262943044127,4030.9948845681197,0.0
